DB 0 MOTIF	MA0051.1	IRF2
  10.0	1	1
  11.0	1	3
  12.0	1	2
  13.0	1	4
  14.0	1	1
  15.0	4	2
  16.0	2	2
  17.0	1	2
  18.0	0	1
  19.0	1	0
  20.0	1	1
  21.0	0	1
  22.0	1	1
  23.0	2	0
  24.0	1	2
  25.0	2	1
  26.0	2	0
  27.0	3	0
  28.0	1	1
  29.0	1	2
  30.0	2	3
  31.0	2	2
  32.0	2	0
  33.0	0	1
  34.0	1	1
  35.0	2	2
  36.0	0	3
  37.0	1	1
  38.0	1	0
  39.0	0	3
  40.0	0	0
  41.0	0	0
  42.0	2	3
  43.0	0	0
  44.0	0	1
  45.0	6	0
  46.0	1	0
  47.0	1	0
  48.0	2	0
  49.0	2	1
  50.0	2	1
  51.0	1	1
  52.0	2	0
  53.0	0	1
  54.0	3	3
  55.0	1	2
  56.0	1	3
  57.0	0	0
  58.0	0	1
  59.0	2	2
  60.0	1	1
  61.0	0	0
  62.0	0	2
  63.0	0	2
  64.0	1	1
  65.0	0	1
  66.0	4	4
  67.0	4	1
  68.0	2	1
  69.0	2	3
  70.0	1	0
  71.0	2	0
  72.0	0	1
  73.0	1	3
  74.0	2	0
  75.0	2	0
  76.0	1	4
  77.0	4	0
  78.0	3	1
  79.0	3	4
  80.0	0	0
  81.0	3	3
  82.0	1	5
  83.0	2	3
  84.0	2	5
  85.0	2	0
  86.0	4	2
  87.0	1	1
  88.0	2	0
  89.0	0	1
  90.0	3	2
  91.0	0	2
  92.0	1	1
  93.0	1	2
  94.0	2	4
DB 0 MOTIF	MA1103.1	FOXK2
 -94.5	3	1
 -93.5	4	3
 -92.5	0	0
 -91.5	1	1
 -90.5	2	3
 -89.5	3	1
 -88.5	2	7
 -87.5	7	5
 -86.5	4	2
 -85.5	2	3
 -84.5	3	4
 -83.5	2	4
 -82.5	1	2
 -81.5	3	1
 -80.5	2	1
 -79.5	2	2
 -78.5	2	2
 -77.5	0	3
 -76.5	1	2
 -75.5	3	0
 -74.5	4	2
 -73.5	0	0
 -72.5	1	1
 -71.5	5	1
 -70.5	3	0
 -69.5	0	1
 -68.5	1	4
 -67.5	0	1
 -66.5	0	2
 -65.5	1	0
 -64.5	1	2
 -63.5	0	1
 -62.5	1	1
 -61.5	5	1
 -60.5	0	3
 -59.5	2	2
 -58.5	2	1
 -57.5	2	1
 -56.5	1	2
 -55.5	3	4
 -54.5	2	3
 -53.5	3	0
 -52.5	0	0
 -51.5	1	0
 -50.5	3	4
 -49.5	0	6
 -48.5	0	0
 -47.5	1	1
 -46.5	2	1
 -45.5	1	2
 -44.5	3	0
 -43.5	4	2
 -42.5	2	2
 -41.5	0	1
 -40.5	2	1
 -39.5	6	3
 -38.5	0	0
 -37.5	0	1
 -36.5	2	2
 -35.5	1	3
 -34.5	0	3
 -33.5	2	0
 -32.5	4	0
 -31.5	1	1
 -30.5	2	2
 -29.5	2	1
 -28.5	2	2
 -27.5	8	2
 -26.5	4	2
 -25.5	3	4.25
 -24.5	5	7
 -23.5	4	3
 -22.5	0	3
 -21.5	6	2
 -20.5	4	1
 -19.5	5	2
 -18.5	1	3
 -17.5	3	0
 -16.5	0	1
 -15.5	1	1
 -14.5	1	2
 -13.5	1	1
 -12.5	3	1
 -11.5	0	0
 -10.5	0	1
  -9.5	1	1
  -8.5	0	0
  -7.5	1	0
  -6.5	1	0
  -5.5	3	1
  -4.5	0	2
  -3.5	0	1
  -2.5	0	1
  -1.5	4	3
  -0.5	0	0
   0.5	0	0
   1.5	0	0
   2.5	4	2
   3.5	0	1
   4.5	4	5
   5.5	2	1
   6.5	0	1
   7.5	1	0
   8.5	2	10
   9.5	3	3
  10.5	0	1
  11.5	3	0
  12.5	2	0
  13.5	1	2
  14.5	0	5
  15.5	2	0
  16.5	1	0
  17.5	0	1
  18.5	3	2
  19.5	0	0.25
  20.5	0	1
  21.5	0	1
  22.5	0	1
  23.5	1	0
  24.5	3	4
  25.5	0	0
  26.5	4	3
  27.5	0	0
  28.5	0	3
  29.5	0	4
  30.5	1	0
  31.5	3	2
  32.5	3	1
  33.5	1	0
  34.5	1	4
  35.5	0	1
  36.5	0	2
  37.5	2	0
  38.5	2	1
  39.5	1	0
  40.5	1	2
  41.5	1	2
  42.5	0	1
  43.5	3	1
  44.5	1	6
  45.5	1	0
  46.5	1	2
  47.5	1	1
  48.5	2	1
  49.5	2	2.25
  50.5	5	0
  51.5	0	1
  52.5	2	0
  53.5	1	2
  54.5	4	0
  55.5	2	1
  56.5	0	2
  57.5	1	2
  58.5	2	4
  59.5	1	4
  60.5	0	1
  61.5	1	1
  62.5	4	1
  63.5	1	3
  64.5	2	1
  65.5	2	5
  66.5	3	1
  67.5	1	2
  68.5	3	1
  69.5	1	4
  70.5	2	3
  71.5	1	1
  72.5	5	4
  73.5	1	1
  74.5	1	1
  75.5	3	1
  76.5	5	1
  77.5	2	3
  78.5	1	0
  79.5	2	6
  80.5	2	2
  81.5	0	2
  82.5	1	1
  83.5	1	3
  84.5	2	2
  85.5	2	1
  86.5	1	2
  87.5	2	4
  88.5	1	1
  89.5	1	4
  90.5	2	2
  91.5	1	3
  92.5	1	1
  93.5	2	2
  94.5	3	3.25
DB 0 MOTIF	MA1107.1	KLF9
 -93.5	3	4
 -92.5	2	1
 -91.5	2	1
 -90.5	4	3
 -89.5	4	1
 -88.5	1	3
 -87.5	2	1
 -86.5	2	4
 -85.5	5	5
 -84.5	0	0
 -83.5	2	3
 -82.5	2	2
 -81.5	1	2
 -80.5	5	5
 -79.5	2	0
 -78.5	1	0
 -77.5	4	0
 -76.5	3	2
 -75.5	2	1
 -74.5	2	2
 -73.5	0	1
 -72.5	2	2
 -71.5	1	3
 -70.5	1	2
 -69.5	2	4
 -68.5	4	1
 -67.5	4	2
 -66.5	5	2
 -65.5	4	5
 -64.5	6	0
 -63.5	4	2
 -62.5	1	1
 -61.5	6	3
 -60.5	3	5
 -59.5	2	1
 -58.5	1	1
 -57.5	0	1
 -56.5	0	2
 -55.5	2	1
 -54.5	3	2
 -53.5	3	1
 -52.5	1	5
 -51.5	0	2
 -50.5	3	1
 -49.5	4	3
 -48.5	6	5
 -47.5	2	1
 -46.5	4	6
 -45.5	3	4
 -44.5	1	4
 -43.5	4	4
 -42.5	3	6
 -41.5	5	5
 -40.5	6	4
 -39.5	1	2
 -38.5	4	4
 -37.5	7	2
 -36.5	1	2
 -35.5	0	1
 -34.5	3	1
 -33.5	2	2
 -32.5	1	1
 -31.5	2	2
 -30.5	2	4
 -29.5	1	3
 -28.5	1	2
 -27.5	2	1
 -26.5	2	1
 -25.5	2	6
 -24.5	1	1
 -23.5	2	2
 -22.5	3	2
 -21.5	0	2
 -20.5	3	0
 -19.5	0	0
 -18.5	2	0
 -17.5	1	1
 -16.5	4	2
 -15.5	1	1
 -14.5	0	1
 -13.5	2	3
 -12.5	2	1
 -11.5	5	1
 -10.5	4	6
  -9.5	0	1
  -8.5	1	3
  -7.5	3	0
  -6.5	2	0
  -5.5	3	5
  -4.5	2	2
  -3.5	3	0
  -2.5	9	4
  -1.5	0	4
  -0.5	1	0
   0.5	0	0
   1.5	7	0
   2.5	0	1
   3.5	11	8
   4.5	0	0
   5.5	2	4
   6.5	0	1
   7.5	0	1
   8.5	0	1
   9.5	0	0
  10.5	1	3
  11.5	0	0
  12.5	3	4
  13.5	4	3
  14.5	1	2
  15.5	7	0
  16.5	0	2
  17.5	2	1
  18.5	1	1
  19.5	0	2
  20.5	0	4
  21.5	0	2
  22.5	1	0
  23.5	1	4
  24.5	0	3
  25.5	1	1
  26.5	1	0
  27.5	0	2
  28.5	2	0
  29.5	1	1
  30.5	3	0
  31.5	2	1
  32.5	1	1
  33.5	0	3
  34.5	1	0
  35.5	1	0
  36.5	1	2
  37.5	0	0
  38.5	2	2
  39.5	0	2
  40.5	0	2
  41.5	0	1
  42.5	1	2
  43.5	2	3
  44.5	2	1
  45.5	0	0
  46.5	0	0
  47.5	0	3
  48.5	1	0
  49.5	0	3
  50.5	1	2
  51.5	1	1
  52.5	0	2
  53.5	0	1
  54.5	3	1
  55.5	2	2
  56.5	4	2
  57.5	3	0
  58.5	0	3
  59.5	2	5
  60.5	0	2
  61.5	0	3
  62.5	1	2
  63.5	1	4
  64.5	5	2
  65.5	1	4
  66.5	0	3
  67.5	1	0
  68.5	0	1
  69.5	0	0
  70.5	2	2
  71.5	6	4
  72.5	1	1
  73.5	2	3
  74.5	2	1
  75.5	3	0
  76.5	0	1
  77.5	1	3
  78.5	0	2
  79.5	2	1
  80.5	2	2
  81.5	2	0
  82.5	2	2
  83.5	0	1
  84.5	0	0
  85.5	1	1
  86.5	0	2
  87.5	2	0
  88.5	2	0
  89.5	2	2
  90.5	3	1
  91.5	3	2
  92.5	2	3
  93.5	5	6
DB 0 MOTIF	MA0060.3	NFYA
 -94.5	1	2
 -93.5	2	0
 -92.5	1	0
 -91.5	2	1
 -90.5	1	3
 -89.5	0	1
 -88.5	2	0
 -87.5	0	1
 -86.5	1	3
 -85.5	1	0
 -84.5	0	0
 -83.5	0	2
 -82.5	1	1
 -81.5	0	3
 -80.5	2	2
 -79.5	3	0
 -78.5	2	5
 -77.5	2	0
 -76.5	3	2
 -75.5	4	0
 -74.5	2	3
 -73.5	3	0
 -72.5	9	0
 -71.5	1	0
 -70.5	1	2
 -69.5	2	1
 -68.5	2	0
 -67.5	1	0
 -66.5	2	2
 -65.5	4	4
 -64.5	1	2
 -63.5	1	1
 -62.5	1	3
 -61.5	0	0
 -60.5	2	3
 -59.5	0	4
 -58.5	1	4
 -57.5	0	3
 -56.5	3	1
 -55.5	0	0
 -54.5	0	3
 -53.5	1	0
 -52.5	2	0
 -51.5	1	1
 -50.5	2	2
 -49.5	1	1
 -48.5	3	1
 -47.5	0	2
 -46.5	2	1
 -45.5	2	0
 -44.5	3	0
 -43.5	1	3
 -42.5	1	1
 -41.5	0	3
 -40.5	1	0
 -39.5	0	1
 -38.5	0	1
 -37.5	1	2
 -36.5	1	0
 -35.5	1	2
 -34.5	0	0
 -33.5	1	2
 -32.5	0	0
 -31.5	2	0
 -30.5	0	1
 -29.5	0	2
 -28.5	1	0
 -27.5	1	1
 -26.5	1	2
 -25.5	0	0
 -24.5	1	2
 -23.5	1	4
 -22.5	0	2
 -21.5	0	0
 -20.5	1	0
 -19.5	4	0
 -18.5	0	0
 -17.5	2	0
 -16.5	5	0
 -15.5	0	1
 -14.5	3	1
 -13.5	1	0
 -12.5	2	0
 -11.5	1	0
 -10.5	1	0
  -9.5	0	1
  -8.5	0	0
  -7.5	4	3
  -6.5	0	1
  -5.5	0	2
  -4.5	0	0
  -3.5	4	0
  -2.5	0	1
  -1.5	2	3
  -0.5	0	2
   0.5	0	0
   1.5	1	1
   2.5	6	4
   3.5	0	0
   4.5	0	1
   5.5	1	1
   6.5	0	0
   7.5	0	0
   8.5	1	0
   9.5	1	1
  10.5	1	1
  11.5	1	1
  12.5	0	0
  13.5	1	1
  14.5	1	0
  15.5	1	1
  16.5	0	0
  17.5	0	0
  18.5	2	1
  19.5	0	0
  20.5	0	3
  21.5	1	0
  22.5	0	1
  23.5	1	2
  24.5	2	2
  25.5	0	1
  26.5	3	0
  27.5	3	1
  28.5	1	1
  29.5	3	0
  30.5	0	0
  31.5	2	1
  32.5	0	0
  33.5	0	1
  34.5	1	2
  35.5	0	1
  36.5	1	1
  37.5	0	0
  38.5	1	3
  39.5	0	1
  40.5	0	1
  41.5	1.5	1
  42.5	0	2
  43.5	1	3
  44.5	0	1
  45.5	1	0
  46.5	0	0
  47.5	0	2
  48.5	0	2
  49.5	1	0
  50.5	1.5	0
  51.5	1	0
  52.5	0	0
  53.5	0	1
  54.5	0	0
  55.5	0	0
  56.5	0	1
  57.5	0	0
  58.5	0	1
  59.5	0	2
  60.5	1	4
  61.5	2	1
  62.5	1	2
  63.5	2	1
  64.5	2	1
  65.5	3	0
  66.5	5	1
  67.5	1	0
  68.5	0	0
  69.5	0	0
  70.5	2	2
  71.5	0	1
  72.5	0	1
  73.5	1	2
  74.5	0	1
  75.5	3	1
  76.5	1	1
  77.5	0	1
  78.5	0	0
  79.5	0	0
  80.5	0	0
  81.5	2	1
  82.5	1	3
  83.5	0	2
  84.5	1	1
  85.5	2	0
  86.5	0	2
  87.5	1	1
  88.5	2	0
  89.5	1	0
  90.5	0	0
  91.5	1	0
  92.5	1	0
  93.5	2	2
  94.5	0	2
DB 0 MOTIF	MA1121.1	TEAD2
 -93.5	2	0
 -92.5	0	1
 -91.5	1	2
 -90.5	3	1
 -89.5	1	5
 -88.5	5	2
 -87.5	2	1
 -86.5	3	1
 -85.5	4	1
 -84.5	0	5
 -83.5	2	6
 -82.5	0	5
 -81.5	3	9
 -80.5	1	4
 -79.5	3	2
 -78.5	1	1
 -77.5	1	1
 -76.5	1	2
 -75.5	0	1
 -74.5	3	0
 -73.5	3	2
 -72.5	1	1
 -71.5	0	4
 -70.5	0	4
 -69.5	2	0
 -68.5	1	2
 -67.5	1	3
 -66.5	1	2
 -65.5	2	1
 -64.5	2	5
 -63.5	1	1
 -62.5	3	2
 -61.5	3	7
 -60.5	2	3
 -59.5	1	1
 -58.5	0	3
 -57.5	1	2
 -56.5	1	0
 -55.5	2	4
 -54.5	4	4
 -53.5	3	1
 -52.5	2	2
 -51.5	2	1
 -50.5	0	1
 -49.5	1	0
 -48.5	3	0
 -47.5	0	5
 -46.5	4	0
 -45.5	2	4
 -44.5	0	4
 -43.5	1	5
 -42.5	1	0
 -41.5	4	2
 -40.5	2	4
 -39.5	0	2
 -38.5	1	1
 -37.5	5	2
 -36.5	0	1
 -35.5	1	3
 -34.5	3	2
 -33.5	1	4
 -32.5	1	1
 -31.5	2	1
 -30.5	3	0
 -29.5	2	2
 -28.5	3	1
 -27.5	3	1
 -26.5	1	5
 -25.5	1	0
 -24.5	1	0
 -23.5	3	1
 -22.5	0	4
 -21.5	2	4
 -20.5	4	2
 -19.5	1	1
 -18.5	3	1
 -17.5	3	2
 -16.5	1	1
 -15.5	1	7
 -14.5	2	1
 -13.5	3	2
 -12.5	1	1
 -11.5	7	0
 -10.5	1	0
  -9.5	2	2
  -8.5	3	1
  -7.5	2	2
  -6.5	1	0
  -5.5	0	2
  -4.5	0	0
  -3.5	3	4
  -2.5	0	1
  -1.5	5	2
  -0.5	1	0
   0.5	1	1
   1.5	0	1
   2.5	0	0
   3.5	20	7
   4.5	3	5
   5.5	9	7
   6.5	3	0
   7.5	6	8
   8.5	2	2
   9.5	3	5
  10.5	2	2
  11.5	1	2
  12.5	2	1
  13.5	1	1
  14.5	5	4
  15.5	4	3
  16.5	1	1
  17.5	1	2
  18.5	2	1
  19.5	1	6
  20.5	3	1
  21.5	2	1
  22.5	2	2
  23.5	0	1
  24.5	4	0
  25.5	0	0
  26.5	1	0
  27.5	1	1
  28.5	1	0
  29.5	3	2
  30.5	1	1
  31.5	0	3
  32.5	0	2
  33.5	0	1
  34.5	0	4
  35.5	1	1
  36.5	1	2
  37.5	4	5
  38.5	4	3
  39.5	4	2
  40.5	0	3
  41.5	2	0
  42.5	0	2
  43.5	1	1
  44.5	0	3
  45.5	3	0
  46.5	2	2
  47.5	3	0
  48.5	0	2
  49.5	0	0
  50.5	1	2
  51.5	0	1
  52.5	2	0
  53.5	4	0
  54.5	1	1
  55.5	1	2
  56.5	0	0
  57.5	3	2
  58.5	0	1
  59.5	2	0
  60.5	2	2
  61.5	0	0
  62.5	3	2
  63.5	0	2
  64.5	2	1
  65.5	0	2
  66.5	2	0
  67.5	1	3
  68.5	1	2
  69.5	0	1
  70.5	0	2
  71.5	1	1
  72.5	4	3
  73.5	1	2
  74.5	0	2
  75.5	1	2
  76.5	0	2
  77.5	1	3
  78.5	1	2
  79.5	1	0
  80.5	0	1
  81.5	5	1
  82.5	0	4
  83.5	1	1
  84.5	1	2
  85.5	0	6
  86.5	4	4
  87.5	2	2
  88.5	3	0
  89.5	0	3
  90.5	3	2
  91.5	3	1
  92.5	1	6
  93.5	3	0
DB 0 MOTIF	MA1124.1	ZNF24
 -93.5	1	0
 -92.5	1	2
 -91.5	1	0
 -90.5	1	0
 -89.5	0	0
 -88.5	1	1
 -87.5	0	1
 -86.5	1	1
 -85.5	2	2
 -84.5	0	2
 -83.5	0	0
 -82.5	3	2
 -81.5	0	1
 -80.5	0	1
 -79.5	1	0
 -78.5	0	0
 -77.5	0	0
 -76.5	0	0
 -75.5	1	1
 -74.5	0	0
 -73.5	0	0
 -72.5	0	0
 -71.5	0	1
 -70.5	0	0
 -69.5	1	1
 -68.5	0	0
 -67.5	0	0
 -66.5	0	0
 -65.5	0	0
 -64.5	1	1
 -63.5	0	1
 -62.5	0	1
 -61.5	1	1
 -60.5	2	1
 -59.5	0	0
 -58.5	2	1
 -57.5	1	1
 -56.5	0	1
 -55.5	0	2
 -54.5	1	1
 -53.5	0	0
 -52.5	1	2
 -51.5	1	0
 -50.5	2	0
 -49.5	0	2
 -48.5	1	1
 -47.5	0	0
 -46.5	1	1
 -45.5	0	0
 -44.5	2	2
 -43.5	2	0
 -42.5	1	0
 -41.5	1	2
 -40.5	1	1
 -39.5	1	0
 -38.5	0	1
 -37.5	0	0
 -36.5	1	0
 -35.5	1	1
 -34.5	0	0
 -33.5	0	0
 -32.5	0	0
 -31.5	0	0
 -30.5	1	0
 -29.5	2	0
 -28.5	1	0
 -27.5	0	2
 -26.5	0	0
 -25.5	1	0
 -24.5	0	3
 -23.5	0	0
 -22.5	2	2
 -21.5	2	1
 -20.5	1	0
 -19.5	0	0
 -18.5	1	0
 -17.5	0	0
 -16.5	0	1
 -15.5	0	0
 -14.5	0	1
 -13.5	0	0
 -12.5	2	3
 -11.5	0	0
 -10.5	0	0
  -9.5	0	0
  -8.5	0	0
  -7.5	1	1
  -6.5	0	0
  -5.5	0	1
  -4.5	1	0
  -3.5	0	0
  -2.5	0	0
  -1.5	1	7
  -0.5	0	0
   0.5	0	0
   1.5	1	1
   2.5	10	4
   3.5	1	0
   4.5	0	0
   5.5	0	1
   6.5	4	1
   7.5	0	0
   8.5	0	3
   9.5	1	0
  10.5	1	3
  11.5	0	1
  12.5	0	0
  13.5	1	1
  14.5	0	2
  15.5	1	0
  16.5	0	0
  17.5	2	0
  18.5	0	3
  19.5	0	2
  20.5	0	0
  21.5	0	1
  22.5	1	1
  23.5	1	1
  24.5	0	0
  25.5	0	0
  26.5	1	1
  27.5	3	0
  28.5	0	0
  29.5	0	0
  30.5	0	0
  31.5	1	0
  32.5	0	0
  33.5	0	1
  34.5	0	1
  35.5	0	3
  36.5	0	1
  37.5	1	0
  38.5	1	2
  39.5	0	1
  40.5	1	2
  41.5	2	0
  42.5	0	0
  43.5	0	0
  44.5	0	0
  45.5	0	0
  46.5	0	0
  47.5	2	0
  48.5	0	2
  49.5	0	0
  50.5	1	0
  51.5	0	0
  52.5	0	0
  53.5	0	1
  54.5	0	0
  55.5	0	1
  56.5	1	2
  57.5	2	0
  58.5	1	0
  59.5	0	1
  60.5	0	1
  61.5	0	1
  62.5	0	0
  63.5	1	1
  64.5	0	1
  65.5	3	1
  66.5	2	0
  67.5	0	0
  68.5	0	0
  69.5	0	0
  70.5	0	0
  71.5	0	0
  72.5	1	0
  73.5	1	1
  74.5	0	0
  75.5	2	0
  76.5	0	0
  77.5	0	0
  78.5	0	2
  79.5	0	0
  80.5	3	0
  81.5	0	0
  82.5	0	1
  83.5	0	1
  84.5	2	3
  85.5	2	2
  86.5	1	1
  87.5	0	1
  88.5	1	1
  89.5	0	0
  90.5	2	3
  91.5	0	0
  92.5	1	1
  93.5	0	0
DB 0 MOTIF	MA0037.3	GATA3
 -96.0	0	1
 -95.0	2	1
 -94.0	2	0
 -93.0	0	1
 -92.0	3	1
 -91.0	0	0
 -90.0	0	0
 -89.0	0	2
 -88.0	1	2
 -87.0	0	1
 -86.0	0	3
 -85.0	1	1
 -84.0	2	0
 -83.0	3	0
 -82.0	1	1
 -81.0	1	2
 -80.0	2	4
 -79.0	0	0
 -78.0	0	1
 -77.0	0	1
 -76.0	0	1
 -75.0	1	2
 -74.0	0	3
 -73.0	2	2
 -72.0	1	2
 -71.0	0	0
 -70.0	1	1
 -69.0	1	2
 -68.0	2	3
 -67.0	1	0
 -66.0	0	0
 -65.0	1	0
 -64.0	0	0
 -63.0	2	0
 -62.0	0	1
 -61.0	0	1
 -60.0	0	0
 -59.0	0	1
 -58.0	1	0
 -57.0	2	2
 -56.0	0	0
 -55.0	3	1
 -54.0	1	0
 -53.0	1	1
 -52.0	1	0
 -51.0	4	1
 -50.0	1	1
 -49.0	1	1
 -48.0	1	2
 -47.0	0	0
 -46.0	0	0
 -45.0	1	2
 -44.0	0	0
 -43.0	3	0
 -42.0	1	0
 -41.0	2	1
 -40.0	2	0
 -39.0	1	0
 -38.0	0	0
 -37.0	1	0
 -36.0	0	0
 -35.0	0	0
 -34.0	1	0
 -33.0	3	1
 -32.0	0	0
 -31.0	0	0
 -30.0	0	0
 -29.0	0	1
 -28.0	4	1
 -27.0	7	2
 -26.0	5	0
 -25.0	9	3
 -24.0	3	1
 -23.0	1	2
 -22.0	0	0
 -21.0	1	1
 -20.0	2	1
 -19.0	1	0
 -18.0	0	0
 -17.0	0	1
 -16.0	3	1
 -15.0	0	1
 -14.0	0	1
 -13.0	2	0
 -12.0	6	1
 -11.0	2	0
 -10.0	1	0
  -9.0	0	1
  -8.0	3	1
  -7.0	0	2
  -6.0	1	1
  -5.0	1	1
  -4.0	2	1
  -3.0	2	2
  -2.0	0	3
  -1.0	1	0
   0.0	0	1
   1.0	1	0
   2.0	0	0
   3.0	2	0
   4.0	1	5
   5.0	2	1
   6.0	5	1
   7.0	1	0
   8.0	1	2
   9.0	1	1
  10.0	0	0
  11.0	0	0
  12.0	3	1
  13.0	0	1
  14.0	1	1
  15.0	2	2
  16.0	3	1
  17.0	1	1
  18.0	1	2
  19.0	3	0
  20.0	0	1
  21.0	2	0
  22.0	0	0
  23.0	0	1
  24.0	9	1
  25.0	1	1
  26.0	2	0
  27.0	2	0
  28.0	0	0
  29.0	2	1
  30.0	2	1
  31.0	0	0
  32.0	0	1
  33.0	1	0
  34.0	0	1
  35.0	0	4
  36.0	0	2
  37.0	0	1
  38.0	1	0
  39.0	0	1
  40.0	0	1
  41.0	0	0
  42.0	1	1
  43.0	0	0
  44.0	0	1
  45.0	0	0
  46.0	0	0
  47.0	1	0
  48.0	1	0
  49.0	0	1
  50.0	0	1
  51.0	3	5
  52.0	0	3
  53.0	3	1
  54.0	2	1
  55.0	1	1
  56.0	0	1
  57.0	2	0
  58.0	2	3
  59.0	0	1
  60.0	0	0
  61.0	0	1
  62.0	0	3
  63.0	1	1
  64.0	1	3
  65.0	1	3
  66.0	1	1
  67.0	2	1
  68.0	0	1
  69.0	0	1
  70.0	0	0
  71.0	1	0
  72.0	0	1
  73.0	4	1
  74.0	0	1
  75.0	0	0
  76.0	0	2
  77.0	1	0
  78.0	1	1
  79.0	1	0
  80.0	3	2
  81.0	1	1
  82.0	2	0
  83.0	1	1
  84.0	0	0
  85.0	1	0
  86.0	0	1
  87.0	0	0
  88.0	2	0
  89.0	0	2
  90.0	2	2
  91.0	2	1
  92.0	1	1
  93.0	0	3
  94.0	0	1
  95.0	0	3
  96.0	2	1
DB 0 MOTIF	MA0099.3	FOS::JUN
 -95.0	2	4
 -94.0	4	4
 -93.0	1	2
 -92.0	2	2
 -91.0	3	3
 -90.0	3	7
 -89.0	2	6
 -88.0	2	6
 -87.0	7	6
 -86.0	3	5
 -85.0	2	3
 -84.0	1	3
 -83.0	6	3
 -82.0	6	5
 -81.0	7.25	1
 -80.0	6	4
 -79.0	4	2
 -78.0	5	7
 -77.0	3	5
 -76.0	2	4
 -75.0	4	5
 -74.0	3	4
 -73.0	3	5
 -72.0	0	1
 -71.0	5	11
 -70.0	3	1
 -69.0	5	6
 -68.0	9	6
 -67.0	7	3
 -66.0	5	7
 -65.0	7	7
 -64.0	3	2
 -63.0	3	4
 -62.0	0	5
 -61.0	4	8
 -60.0	0	3
 -59.0	8	4
 -58.0	6	0
 -57.0	6	7
 -56.0	7	4
 -55.0	7	5
 -54.0	5	4
 -53.0	1	3
 -52.0	2	1
 -51.0	3	4
 -50.0	3	2
 -49.0	3	3
 -48.0	7	7.33333
 -47.0	6	3
 -46.0	2	6
 -45.0	4	3
 -44.0	4	9
 -43.0	8	3
 -42.0	1	6
 -41.0	5	4
 -40.0	8	2
 -39.0	1	7
 -38.0	5	4
 -37.0	0	2
 -36.0	1	2
 -35.0	0	2
 -34.0	0	0
 -33.0	4	2
 -32.0	3.25	4
 -31.0	1	0
 -30.0	3	2
 -29.0	7	3
 -28.0	1	4
 -27.0	1	1
 -26.0	2	2
 -25.0	2	1
 -24.0	3	1
 -23.0	1	0
 -22.0	3	4
 -21.0	4	2
 -20.0	1	2
 -19.0	1	4
 -18.0	1	3
 -17.0	2	2
 -16.0	2	2
 -15.0	3	3
 -14.0	2	0
 -13.0	0	0
 -12.0	3	2
 -11.0	3	4
 -10.0	2	0
  -9.0	3	0
  -8.0	1	1
  -7.0	0	2
  -6.0	3	2
  -5.0	0	2
  -4.0	3	1
  -3.0	0	1
  -2.0	0	0
  -1.0	11	14.3333
   0.0	0	3
   1.0	2	0
   2.0	2	0
   3.0	2	7
   4.0	2	2
   5.0	0	0
   6.0	3	4
   7.0	3	1
   8.0	1	0
   9.0	1	1
  10.0	0	3
  11.0	2	1
  12.0	2	1
  13.0	2	2
  14.0	0	0
  15.0	1.25	1
  16.0	2	2
  17.0	2	2
  18.0	0	0
  19.0	1	2
  20.0	0	0
  21.0	2	1
  22.0	0	0
  23.0	0	1
  24.0	3	0
  25.0	0	1
  26.0	1	0
  27.0	1	2
  28.0	0	1
  29.0	1	3
  30.0	0	0
  31.0	0	0
  32.0	1	2
  33.0	1	0
  34.0	1	2
  35.0	3	1
  36.0	0	1
  37.0	1	1
  38.0	1	0
  39.0	2	0
  40.0	0	1
  41.0	0	1
  42.0	1	1
  43.0	1	1
  44.0	0	1
  45.0	0	0
  46.0	0	0
  47.0	2	1
  48.0	3	1
  49.0	0	0
  50.0	0	1
  51.0	0	2
  52.0	1	0.333333
  53.0	4	3
  54.0	0	0
  55.0	0	0
  56.0	2	0
  57.0	2	2
  58.0	0	1
  59.0	0	0
  60.0	0	0
  61.0	0	0
  62.0	1	6
  63.0	2	0
  64.0	0	0
  65.0	1	0
  66.0	2	1
  67.0	1	0
  68.0	2.25	3
  69.0	0	2
  70.0	6	3
  71.0	1	1
  72.0	0	1
  73.0	0	0
  74.0	0	3
  75.0	0	1
  76.0	0	0
  77.0	3	1
  78.0	2	1
  79.0	0	1
  80.0	0	1
  81.0	1	1
  82.0	0	1
  83.0	2	6
  84.0	3	1
  85.0	1	1
  86.0	2	1
  87.0	0	0
  88.0	3	1
  89.0	0	1
  90.0	2	1
  91.0	1	4
  92.0	3	0
  93.0	2	2
  94.0	1	2
  95.0	4	0
DB 0 MOTIF	MA1126.1	FOS::JUN(var.2)
 -92.0	3	4
 -91.0	2	2
 -90.0	1	5
 -89.0	2	2
 -88.0	1	3
 -87.0	3	2
 -86.0	3	4
 -85.0	3	4
 -84.0	0	4
 -83.0	2	1
 -82.0	2	6
 -81.0	1	0
 -80.0	4	1
 -79.0	0	1
 -78.0	0	1
 -77.0	2	2
 -76.0	0	2
 -75.0	0	0
 -74.0	1	2
 -73.0	0	3
 -72.0	6	0
 -71.0	3	3
 -70.0	1	3
 -69.0	1	3
 -68.0	1	0
 -67.0	3	5
 -66.0	1	4
 -65.0	1	0
 -64.0	3	5
 -63.0	2	2
 -62.0	2	3
 -61.0	9	2
 -60.0	6	3
 -59.0	1	2
 -58.0	3	4
 -57.0	4	1
 -56.0	6	3
